accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,mcc,roc_auc_macro,pr_auc_macro,f1_normal,f1_backdoor,f1_ddos,f1_dos,f1_injection,f1_mitm,f1_password,f1_ransomware,f1_scanning,f1_xss,model,seed,fold,task
0.9357719917553128,0.9272494019138756,0.8767942701183327,0.9431463589898296,0.8759835839393189,0.9272494019138756,0.9269687712995128,0.9929025010486006,0.909847383170782,0.9581960983025082,0.9731387219428432,0.8915841584158416,0.9482669425763064,0.929726996966633,0.2668643439584878,0.9514707707583469,0.9791328251905536,0.9524537922243468,0.9171080508474576,"KAN(cat,1L)",42,1,multiclass
0.8089033144590017,0.7894091387559808,0.7641819070642397,0.8177459350262161,0.7794415755778606,0.7894091387559808,0.7880991790282053,0.9635565998441064,0.7246654631908431,0.796726862302483,0.9888776541961576,0.6377041942604856,0.959011060507482,0.8275620846449807,0.2193087008343265,0.8477366255144033,0.7649966299707931,0.9606340132519164,0.6392612451593684,DecisionTree(d=5),42,1,multiclass
0.98997844061693,0.9808506220095694,0.9676159701152371,0.9901841157207314,0.9581911568098443,0.9808506220095694,0.9885145801468026,0.9997996684192972,0.9868746193486692,0.997497998398719,0.9997499374843712,0.986496624156039,0.9877069744104364,0.9773413897280968,0.7636363636363637,0.9928490779074144,0.9998750156230471,0.9911305434103684,0.9798757763975156,LightGBM,42,1,multiclass
0.9888649340188111,0.9760778708133968,0.967614745845206,0.9889847967338508,0.960927398489792,0.9760778708133968,0.9872377747433532,0.999779410642143,0.9848921798167792,0.9963505474178872,0.9995,0.9828256236680456,0.9883121779565164,0.974507824331146,0.7751605995717344,0.9922247303737146,0.9996251405722854,0.9901655670359766,0.9774752475247525,XGBoost,42,1,multiclass
0.9772797270724252,0.909538133971292,0.9178607768376116,0.9766725931695908,0.9344857209772676,0.909538133971292,0.9739669910313856,0.997661440827718,0.9449315970954002,0.9893373193821624,0.9993747655370764,0.965963931927864,0.9824384080859128,0.9542434499185156,0.3761755485893417,0.989937106918239,0.996751624187906,0.9864545793463404,0.9379310344827586,MLP(16),42,1,multiclass
0.9383543793977588,0.9311917464114832,0.8798606114444508,0.9454516055974648,0.8792695498029053,0.9311917464114832,0.9298830307285618,0.9934495002181628,0.9149869506311012,0.960471916910356,0.9747568033493412,0.897084475454772,0.9482713802963348,0.9380128771619743,0.2771535580524344,0.953522867737948,0.9775728881136307,0.955680081507896,0.9160792658598218,"KAN(cat,1L)",42,2,multiclass
0.817953517022436,0.7906502631578948,0.7694089439206722,0.827277659953217,0.7851504729701272,0.7906502631578948,0.7973651809209542,0.9638556916256228,0.7265510130924315,0.8237040294651201,0.9895188786462936,0.6369179111071839,0.9577905158936948,0.8375670006991377,0.211031175059952,0.8468953785086476,0.7830851697438952,0.9591465001301068,0.6484328799526907,DecisionTree(d=5),42,2,multiclass
0.990096898765666,0.9781198086124402,0.9655677650883304,0.9903217792186296,0.9566282913018146,0.9781198086124402,0.988649447912205,0.9998177867379384,0.9838701778330868,0.9977496624493674,0.99962495311914,0.9874780866516404,0.9878217200251098,0.977761025254429,0.7408906882591093,0.9936050156739812,0.9995,0.9912390488110138,0.9800074506395132,LightGBM,42,2,multiclass
0.9895282996517332,0.9743005263157892,0.9661199862805516,0.9896651645667216,0.959709404800832,0.9743005263157892,0.9879958041689793,0.999796709700643,0.9813247728997894,0.996554651220852,0.99975,0.984823780258372,0.988546255506608,0.9758551307847082,0.7521367521367521,0.9929789368104311,0.9995001249687578,0.9926369649319856,0.9784172661870504,XGBoost,42,2,multiclass
0.9770428107749533,0.9057803827751196,0.9123073836766734,0.9764197492337916,0.9244692777012016,0.9057803827751196,0.9736957265390692,0.9979477139591216,0.9322664648534216,0.9878510256920932,0.9988754217168562,0.9667765660664468,0.98103186646434,0.9581336696090794,0.3180428134556575,0.9903375580373948,0.9952642073778664,0.9887696531070628,0.9379910552399372,MLP(16),42,2,multiclass
0.9346821767869412,0.9321710287081342,0.8772544422757436,0.9421042027124064,0.8758240703001945,0.9321710287081342,0.9257579609155736,0.9932437424992786,0.9124549868145152,0.9560227503554743,0.9712953876349362,0.8854696612482938,0.9466995201659968,0.933605199439276,0.2798833819241982,0.9501357689459392,0.9742697327532628,0.9530372639101582,0.9221257563799,"KAN(cat,1L)",42,3,multiclass
0.8090217726077377,0.7855094497607655,0.7605530020010807,0.823421728060044,0.7824845026932902,0.7855094497607655,0.7887841302709049,0.965293697797336,0.7406586247262786,0.7977515330456507,0.9896438494569336,0.6337455830388693,0.9588755856324832,0.8857464647728694,0.1194464675892206,0.8458486823462738,0.7640299007028897,0.9587400754913444,0.6517018779342723,DecisionTree(d=5),42,3,multiclass
0.9899547489871828,0.9793902153110048,0.9696247285788993,0.990086840893883,0.9620602600817444,0.9793902153110048,0.9884880867937692,0.9998114387120072,0.9868743586609814,0.9978486015910342,0.9994998749687422,0.9867067970905444,0.9869510664993728,0.9752837326607818,0.7864693446088795,0.9943644333124608,0.9998749843730468,0.9901410208411332,0.9791074298429968,LightGBM,42,3,multiclass
0.9895756829112274,0.973927057416268,0.9684313531615236,0.9896516381000648,0.9638010965017484,0.973927057416268,0.988054201864036,0.9998145833273482,0.9849278444443768,0.9972512369433756,0.9995,0.9845457972107048,0.9872971953213432,0.9747410962364234,0.7777777777777778,0.9941139636819036,0.9997499374843712,0.9905449116695696,0.9787916152897658,XGBoost,42,3,multiclass
0.974649956170485,0.9124447607655504,0.919513078188028,0.9742639979759388,0.9310508306065494,0.9124447607655504,0.9709644345000424,0.9980322892993811,0.938009214601106,0.9881860326005684,0.998624484181568,0.9602021478205938,0.9763057324840764,0.9496640040573096,0.4186046511627907,0.9908440988335632,0.997130380536494,0.9856222112047596,0.9299470389985556,MLP(16),42,3,multiclass
0.9346806292645944,0.9271034615384616,0.8758610743307595,0.9422509825006208,0.8751466557925738,0.9271034615384616,0.9257428562809176,0.9926017136645948,0.906422797459928,0.9552996093155413,0.9735514823471522,0.8884452208634889,0.9438610138726824,0.9353045236290118,0.2625820568927789,0.950990099009901,0.9748045178105996,0.9555017212801225,0.9182704982863168,"KAN(cat,1L)",42,4,multiclass
0.8094910917361637,0.7829907692307693,0.7594760479440635,0.8240226588566728,0.7821152550599098,0.7829907692307693,0.7889732821676126,0.9642323530318,0.7427131451527836,0.8047750436398445,0.988494120622076,0.6317471590909091,0.9572471324296142,0.8961490683229814,0.1126961483594864,0.8376873661670236,0.7659574468085106,0.9588755856324832,0.6411314083677078,DecisionTree(d=5),42,4,multiclass
0.9904283548142532,0.9798673076923076,0.9693174338072488,0.9905806064639564,0.961294281182141,0.9798673076923076,0.989028284202336,0.999790510302524,0.9838410132975934,0.9975486517584672,0.99975,0.984704112337011,0.98820281124498,0.9779227295534372,0.7773109243697479,0.9943601955132222,0.9998750156230471,0.992503748125937,0.9809961495466402,LightGBM,42,4,multiclass
0.9896702047005308,0.973538076923077,0.9681530072568552,0.98974843220003,0.9635923967605636,0.973538076923077,0.9881575587006668,0.999736280375917,0.9832336579370756,0.9963040655279192,0.9998749843730468,0.9824032176973352,0.9876791551420668,0.9776550338940496,0.7723214285714286,0.9929824561403509,0.9998750156230471,0.9921495327102804,0.9802851828890268,XGBoost,42,4,multiclass
0.9775634950720242,0.9309407692307692,0.9299634247729384,0.9776580510203832,0.9292934881290792,0.9309407692307692,0.9742944371823986,0.9977438128054936,0.941962160008546,0.988562009889616,0.9991251093613298,0.9610091743119266,0.982544902605616,0.9550590007532012,0.4918032786885246,0.9889641334336594,0.994765702891326,0.9889207021038218,0.9488802336903602,MLP(16),42,4,multiclass
0.9335670962850644,0.9295746153846152,0.8753455737288351,0.941337792598728,0.8748280910169756,0.9295746153846152,0.9245080415034312,0.9929808289051948,0.9088096682423444,0.9554935295610252,0.9730392156862744,0.8904708380167353,0.945974025974026,0.9349202329703724,0.2676156583629893,0.945436507936508,0.969997520456236,0.9523323986744838,0.9181758096497026,"KAN(cat,1L)",42,5,multiclass
0.8130212282031842,0.7841103846153847,0.7624762340180499,0.8274734210729926,0.7844488099172828,0.7841103846153847,0.7929990332997245,0.9652506843632516,0.7419740144850108,0.8038683406854428,0.9895162308955412,0.6373469205327612,0.9562948467058056,0.8961911874533234,0.104499274310595,0.8462735115259511,0.7658340767172168,0.9623865110246432,0.6625514403292181,DecisionTree(d=5),42,5,multiclass
0.9893385140257772,0.9824834615384616,0.965082919892524,0.989641086255474,0.953895134111744,0.9824834615384616,0.9877836962014004,0.9997962328597236,0.9841439036941468,0.9970474903668118,0.99962495311914,0.9878461345696028,0.9862120832288794,0.9750629722921914,0.7423076923076923,0.993219487694626,0.9995001249687578,0.9906191369606004,0.9793891234169356,LightGBM,42,5,multiclass
0.988390826383624,0.9765,0.965991524776981,0.9885506112268374,0.9581261756018306,0.9765,0.98669317260907,0.9997993507058204,0.9832045882080862,0.9954525011243816,0.9993750781152356,0.9829744616925388,0.986797434930215,0.9735249621785174,0.7615062761506276,0.9922208281053952,0.9995001249687578,0.9900249376558604,0.9785386428482818,XGBoost,42,5,multiclass
0.9761419636087946,0.911105,0.914302571520788,0.9759045477351392,0.9185503279858108,0.911105,0.9726620414114474,0.9981148185814404,0.943684702970738,0.9883233532934133,0.99875,0.9654211526282456,0.9805457301667508,0.9517798535723302,0.3457446808510638,0.9876977152899824,0.995266567015446,0.9879067447949134,0.9415899175957344,MLP(16),42,5,multiclass
0.936127366201521,0.9306452153110047,0.8781215258259498,0.9434975460802476,0.8771874932737044,0.9306452153110047,0.9273937508486404,0.9933193422434078,0.9132707263684672,0.956411556006082,0.9753343968585102,0.8882294757665677,0.9491216655823032,0.9366447034972124,0.2741341193809875,0.9519930889793904,0.97788881948782,0.9532900598192694,0.918167372881356,"KAN(cat,1L)",43,1,multiclass
0.8076002748229051,0.7865883253588517,0.7626929446035631,0.8165981844310736,0.7787058678196658,0.7865883253588517,0.7870461682421627,0.963639947312164,0.7238659650022565,0.7933564643649395,0.991047787164292,0.6323452025960358,0.956839222845221,0.8324790307548928,0.211042944785276,0.8422099133645788,0.7639398998330551,0.9598231699388896,0.6438458103884507,DecisionTree(d=5),43,1,multiclass
0.9902864318036436,0.982566028708134,0.970695141605506,0.9904440822949364,0.961864480153808,0.982566028708134,0.9888684057276824,0.9998019786717316,0.9859732254189928,0.997597357092802,0.9998750156230471,0.9859437751004017,0.98959769394661,0.9758551307847082,0.7933884297520661,0.9942312515675948,0.9995,0.9918760154980628,0.979086746689766,LightGBM,43,1,multiclass
0.9893861498732498,0.9766428708133972,0.9690536626456416,0.9894918114596404,0.962892127935014,0.9766428708133972,0.987835484675148,0.9998101193742392,0.9846539549057876,0.9966990097029108,0.9996251405722854,0.9844299347061778,0.987945755901557,0.9751920413046216,0.7852494577006508,0.9936034115138592,0.9995,0.9907776669990028,0.9775142080553496,XGBoost,43,1,multiclass
0.9749579473571988,0.901313038277512,0.907960846222474,0.9742647317488506,0.9210415859604048,0.901313038277512,0.9713293086670508,0.9977184179527916,0.9338012601092616,0.9857405475232276,0.9990007494379216,0.9654207983727434,0.9727388535031848,0.9551404244503748,0.292834890965732,0.988834525153682,0.9950137122911992,0.9876604761311232,0.9372234843955518,MLP(16),43,1,multiclass
0.9352981591603686,0.9262244019138756,0.8762924216466249,0.942613618237183,0.8759508998007952,0.9262244019138756,0.926399288330958,0.9927387525612308,0.9106249941836132,0.9582954660203978,0.9739044805514524,0.8841948310139165,0.9475332811276428,0.9322376738305942,0.2676579925650557,0.9493702148678688,0.9787659255558332,0.9564220183486238,0.9145423325848632,"KAN(cat,1L)",43,2,multiclass
0.8125044421805776,0.7890483253588516,0.7631347062265569,0.8265235239729124,0.783642375260771,0.7890483253588516,0.7922009667558995,0.9649779963232176,0.743841298310721,0.8056978773717696,0.9878542510121456,0.6380357142857143,0.959011060507482,0.8948874238089315,0.1247280638143582,0.8488700564971752,0.7655772927739455,0.9617131732641142,0.6449721489299326,DecisionTree(d=5),43,2,multiclass
0.9897652159492052,0.9773163397129186,0.9652626012697516,0.9899776706517798,0.9565930179510608,0.9773163397129186,0.988270105354695,0.9998136385430072,0.9840877517093056,0.9976498824941248,0.9994998749687422,0.987074915296775,0.9873258878152842,0.9755667506297228,0.7413441955193483,0.9944834503510532,0.9998750156230471,0.9902597402597404,0.9795462997396802,LightGBM,43,2,multiclass
0.9885332512023502,0.9701062440191388,0.9629974139143622,0.9886638916502613,0.9573243291102984,0.9701062440191388,0.9868554694570306,0.9997690242292856,0.9817805425551592,0.9963549208568432,0.99962495311914,0.9836642372455392,0.9866700201207244,0.9734290391638332,0.7300215982721382,0.9928526645768024,0.99975,0.9894212818917236,0.9781854238968766,XGBoost,43,2,multiclass
0.9717595773413252,0.8976980382775119,0.905045623327734,0.9709952327407774,0.91820268819401,0.8976980382775119,0.9676448558548676,0.997161342924264,0.9295726888585089,0.9804618117229128,0.9991242337044914,0.9601328903654484,0.9617218713751772,0.9525364138623807,0.2901234567901234,0.9874780866516404,0.994523276076674,0.9861785580874112,0.9381756346410786,MLP(16),43,2,multiclass
0.9336160534483168,0.9284902153110048,0.875294131629343,0.941565023384094,0.8750955068852045,0.9284902153110048,0.92457537268724,0.9928623100789984,0.9100359825536772,0.954566221635616,0.971358328211432,0.887212465990601,0.9439167208848406,0.9333672431332656,0.2628975265017668,0.9516985793699816,0.978204010462075,0.9514066496163684,0.9183135704874836,"KAN(cat,1L)",43,3,multiclass
0.8100168210571205,0.7790224162679426,0.7594573880025985,0.8244400278617701,0.7822295022645804,0.7790224162679426,0.7897634517882096,0.963651125228718,0.7409582752903939,0.8004073319755601,0.9882382698874416,0.6327863066878419,0.9564309939994782,0.8886954358910584,0.1007518796992481,0.8467879476975554,0.765695067264574,0.9595526076212773,0.6552280393019504,DecisionTree(d=5),43,3,multiclass
0.9907365727688408,0.9824975598086124,0.9699886053832832,0.990913256524516,0.9608758348508726,0.9824975598086124,0.989384282634126,0.9998139579622564,0.9856194391579964,0.997898318654924,0.999624859322246,0.9896237029628704,0.9894710453747808,0.977811396873424,0.7811860940695297,0.993103448275862,0.9998750156230471,0.9917458729364682,0.9795462997396802,LightGBM,43,3,multiclass
0.9893861498732498,0.9733785885167464,0.96763942490967,0.9894728141448996,0.9628120717454344,0.9733785885167464,0.987832643107358,0.9998074723637064,0.9853717570867978,0.9963025881882682,0.999624859322246,0.9852204408817636,0.9890854347007904,0.9746755701146528,0.7699115044247787,0.9927263606721846,0.9996251405722854,0.9915106117353308,0.9777117384843982,XGBoost,43,3,multiclass
0.9773271103319198,0.9375047368421054,0.9312155092221336,0.9776689360286596,0.926839591075033,0.9375047368421054,0.9740321754122488,0.9982018607212784,0.9364686879179313,0.9895167731629392,0.998875140607424,0.9647922998986828,0.9805161943319838,0.9504269147444884,0.5062761506276151,0.9888401253918496,0.9950186799501868,0.9891561759940172,0.9487366375121478,MLP(16),43,3,multiclass
0.9362443138741472,0.9312746153846152,0.8783702832591265,0.9433425494769913,0.8771534312638277,0.9312746153846152,0.9274722008299532,0.9933952476472296,0.9104816218087748,0.9589691763516928,0.9689912979531804,0.8842523596621957,0.9506959802263562,0.9383778312033404,0.2827067669172932,0.9505835609634964,0.9758285571891352,0.952064425412246,0.9212328767123288,"KAN(cat,1L)",43,4,multiclass
0.8108652388172858,0.7873703846153847,0.7618727822708149,0.8254274622959953,0.78468331354413,0.7873703846153847,0.7905633253004364,0.965675605398108,0.7409493823344622,0.8034919740918052,0.9878542510121456,0.6335911798701876,0.9576547231270358,0.8935375420246545,0.1203113941967445,0.8375482211744535,0.76812731144234,0.961173873522919,0.6554373522458629,DecisionTree(d=5),43,4,multiclass
0.9898597422289612,0.9810453846153846,0.9683534657943248,0.9900468244733034,0.9592063472081298,0.9810453846153846,0.988377327251766,0.9998299967908466,0.9852584658044778,0.99749949989998,0.999624859322246,0.9854381119758976,0.9866934471503892,0.9776718514801808,0.7730061349693251,0.9922325231771486,0.9997500624843788,0.9901114031793716,0.9815067643043316,LightGBM,43,4,multiclass
0.9892911296436696,0.9749611538461538,0.966873692714486,0.9894150588958912,0.9604723166953116,0.9749611538461538,0.9877242321199878,0.999800803221963,0.983427221850015,0.996552930009492,0.999624859322246,0.9831869510664992,0.98691165366222,0.97672663228079,0.7629310344827587,0.992108229988726,0.9996251405722854,0.9921456177533974,0.9789238780064468,XGBoost,43,4,multiclass
0.978013646702047,0.932393076923077,0.9291912986128944,0.9782267222293016,0.9267320725210936,0.932393076923077,0.9748013316387464,0.9974009820649924,0.9360849732759756,0.9895776193088316,0.9989997499374844,0.9624003038359286,0.9783352337514252,0.9570583049993704,0.4789356984478936,0.988834525153682,0.9955123410620792,0.9900299102691924,0.9522292993630572,MLP(16),43,4,multiclass
0.933093252463988,0.9301153846153845,0.8747632691825957,0.941499211110885,0.874942006339453,0.9301153846153845,0.9240580035872478,0.9928806998709948,0.9098735356588008,0.9547815459822792,0.9708404802744426,0.8866641947843282,0.9508580343213728,0.935389320759526,0.2585499316005472,0.950333580429948,0.9741614906832298,0.9482295794452256,0.9178245335450576,"KAN(cat,1L)",43,5,multiclass
0.817072592873389,0.7886553846153845,0.7669951410183977,0.8264512257324639,0.7824983211624585,0.7886553846153845,0.7962821852947946,0.9638640046063628,0.7252925358985048,0.8240022020368841,0.9910455290705008,0.640662570130911,0.9592819045141148,0.8290688164505199,0.1954022988505747,0.8489899703347931,0.780297661233168,0.9575188949700286,0.643681562592483,DecisionTree(d=5),43,5,multiclass
0.9904283548142532,0.982101153846154,0.9683839719708884,0.9906325766257358,0.9587039638784876,0.982101153846154,0.9890306123242358,0.9997491874733732,0.9824670422710684,0.9980485364023016,0.9995001249687578,0.9879819729594392,0.9875612514134942,0.975959723096287,0.7676767676767676,0.9949862120832288,0.9995001249687578,0.9907661592213626,0.981858846918489,LightGBM,43,5,multiclass
0.9888883623957544,0.9726980769230767,0.9654478203899708,0.9890019544495944,0.9596263756183732,0.9726980769230767,0.9872623062396296,0.999705614705376,0.9804353906634756,0.9963541926784198,0.9995001249687578,0.9847232657150012,0.9861391129032258,0.9729185035898728,0.7521739130434782,0.9933575636044616,0.9996250468691412,0.9901655670359766,0.979520913491374,XGBoost,43,5,multiclass
0.973464746019712,0.898133076923077,0.9047041766842512,0.972667379518774,0.9180868727117092,0.898133076923077,0.9696136928154128,0.9976557253135104,0.9289032828278018,0.9835756463057608,0.9978773879385692,0.9630570013964708,0.970317297850563,0.9537048845810484,0.273015873015873,0.9878583051696084,0.9934153310970308,0.9851897946484132,0.9390302448391744,MLP(16),43,5,multiclass
0.9343978772299748,0.9321075598086124,0.8764914574315364,0.9426414948042204,0.8761979660480167,0.9321075598086124,0.9255295315800942,0.9934301016550312,0.912469219710214,0.9541611490271976,0.9729133472239244,0.8857890148212729,0.9483140216117693,0.9361432017265456,0.2629043358568479,0.9528383204038912,0.977201943440887,0.9556235654169856,0.9190256747860436,"KAN(cat,1L)",44,1,multiclass
0.8162477196806368,0.7873063875598086,0.7660521092468412,0.8260024234820531,0.7819790199316126,0.7873063875598086,0.7954566364647705,0.9634406514546588,0.7255551850541042,0.8245352749737989,0.989388580090955,0.6329631274988894,0.9581976819898425,0.833410780669145,0.1911262798634812,0.8450304834822061,0.7829181494661922,0.960093591576758,0.6428571428571429,DecisionTree(d=5),44,1,multiclass
0.989623066170722,0.9795686842105265,0.9687914305442052,0.9897783965535047,0.9606057844862348,0.9795686842105265,0.9881056084670083,0.999838585449259,0.9861945672795568,0.9976477653771082,0.99975,0.9863357151811458,0.9870781583239242,0.9756587202007528,0.7807933194154488,0.993485342019544,0.9998750156230471,0.9910022494376406,0.9762880198634388,LightGBM,44,1,multiclass
0.9885332512023502,0.9692893062200956,0.9645764520010208,0.988616781329962,0.9605389969554248,0.9692893062200956,0.9868551398711206,0.9998050374651966,0.9844284953371666,0.9963527354484136,0.9998750156230471,0.9841668760995224,0.9859331826174328,0.9749528005034612,0.7472035794183445,0.992362589207462,0.9995,0.9903930131004368,0.9750247279920872,XGBoost,44,1,multiclass
0.9771612689236892,0.9284553588516749,0.9266426809667376,0.9772953956191256,0.9252555343570436,0.9284553588516749,0.973836491822072,0.997916238044306,0.9385903460030184,0.9895526118470382,0.9992505620784412,0.9644631257164692,0.9779791116144456,0.950732693279434,0.4622425629290618,0.9888541014402004,0.9955134596211366,0.9880269393863806,0.9498116417547696,MLP(16),44,1,multiclass
0.9355350754578408,0.9284913397129188,0.8772750809019904,0.942735173031804,0.8756883084289632,0.9284913397129188,0.9267057613588778,0.9934521170076596,0.9101787107465052,0.9566675133350266,0.9743211696768644,0.8831615120274914,0.9501489058655964,0.93751587503175,0.2740963855421687,0.9521098873901744,0.9770344483275089,0.951676654341451,0.9160184574818722,"KAN(cat,1L)",44,2,multiclass
0.8187827240635883,0.789572918660287,0.7672025255547392,0.8333778867222779,0.7897868365420394,0.789572918660287,0.7987150028619987,0.965505813920658,0.7439128235727426,0.823069296022915,0.9895162308955412,0.6394473474448676,0.9598231699388896,0.8988988988988988,0.1188260558339298,0.8473952434881087,0.7814757787516285,0.9581976819898425,0.6553755522827688,DecisionTree(d=5),44,2,multiclass
0.9904522732118742,0.980518684210526,0.96854391056496,0.990631764696856,0.9597436782682024,0.980518684210526,0.9890580313152256,0.999814014840808,0.9828268884445734,0.9971971971971972,0.9996250468691412,0.9889807162534436,0.9882146439317954,0.9778225806451613,0.7679671457905544,0.9927336507141068,0.9998750156230471,0.9911327588360184,0.9818903497891344,LightGBM,44,2,multiclass
0.9889833921675472,0.9747974641148328,0.9670494346530158,0.989096814358242,0.960889721025407,0.9747974641148328,0.987374344866262,0.9997049854993266,0.9826581233228976,0.9959036866819864,0.9996250468691412,0.9840512369709908,0.9882945248584016,0.9748642162435266,0.7672413793103449,0.9921062523493296,0.9997500624843788,0.9892981582877052,0.9793597824743542,XGBoost,44,2,multiclass
0.9762609869932952,0.9117424162679424,0.9171315589819888,0.975864687703391,0.9252648414613184,0.9117424162679424,0.9728001897244748,0.997889752669663,0.9394283391048466,0.9893298763462306,0.99925,0.9621758380771664,0.979426984728007,0.952079107505071,0.3774647887323943,0.9880877742946708,0.9947591714499626,0.9866832607342876,0.9420587879520989,MLP(16),44,2,multiclass
0.9343031107109858,0.9250855263157896,0.8751590729263811,0.9420806629656984,0.8746234044996142,0.9250855263157896,0.925356304307128,0.992024377388936,0.906938480191352,0.9541499160348074,0.9713024282560706,0.8830814961605152,0.9505001948811224,0.9367728882144664,0.2550724637681159,0.9493280729873012,0.979317219038126,0.9550031867431484,0.9170628631801372,"KAN(cat,1L)",44,3,multiclass
0.810301120614087,0.7815932296650717,0.7598129914423637,0.8246514640673286,0.7821057536276161,0.7815932296650717,0.7899282017661637,0.9627021561179208,0.7394562418259352,0.8018511202663807,0.9882382698874416,0.635846372688478,0.9602287496750714,0.8898876404494382,0.1044349070100143,0.8440158820192853,0.7679173219501235,0.9622519133480348,0.6434577371293702,DecisionTree(d=5),44,3,multiclass
0.9900495155061716,0.9781148086124404,0.9643917278119662,0.9903102218861772,0.9548844970135828,0.9781148086124404,0.9885958378513628,0.9997306537228372,0.9814275983728024,0.9980485364023016,0.9994997498749376,0.9887218045112782,0.987335423197492,0.9768960321446508,0.7290836653386454,0.993480441323972,0.9997500624843788,0.9906167896909795,0.9804847731510254,LightGBM,44,3,multiclass
